Employee No,Profit Center,Employee Name,Employee Position,Employee Location,People Group,Employee Category,Supervisor name,Join Date,Current Status,Termination Date,Total Hours,Total Available Hours,Work Hours,Leave Hours,Training Hours,BD Hours,NC Hours,Utilization%,Tenure
125,PC - 3,Vivyanne Mia,Level 6,Location 5,Client Service Staff,Confirmed Staff,Kylen Evania,2012-06-30,Active,2021-11-30,2088,1769.5,1390.0,300.0,18.5,39.0,367.0,0.7855326363379486,3440
126,PC - 3,Pier Valenka,Level 7,Location 1,Client Service Staff,Confirmed Staff,Rosabel Saidee,2012-06-30,Active,2021-11-30,2088,1195.5,976.0,888.0,4.5,0.0,227.5,0.8163948138854036,3440
127,PC - 2,Dorene Esmaria,Level 6,Location 7,Client Service Staff,Confirmed Staff,Trenna Mureil,2012-07-31,Active,2021-11-30,2088,1840.0,1720.0,240.0,8.0,0.0,136.0,0.9347826086956522,3409
128,PC - 3,Nerita Anet,Level 4,Location 1,Client Service Staff,Confirmed Staff,Cacilia Aimee,2012-07-31,Active,2021-11-30,2088,1933.0,409.0,144.0,11.0,878.5,687.5,0.2115882048629074,3409
129,PC - 6,Dael Miranda,Level 6,Location 3,Client Service Staff,Confirmed Staff,Lindy Marguerite,2012-07-31,Active,2021-11-30,2088,1792.0,1288.0,296.0,0.0,0.0,496.0,0.71875,3409
130,PC - 6,Cinnamon Adelaida,Level 6,Location 3,Client Service Staff,Confirmed Staff,Lindy Marguerite,2012-07-31,Active,2021-11-30,2088,1872.0,1555.0,216.0,0.0,40.0,277.0,0.8306623931623932,3409
131,PC - 3,Alicea Doroteya,Level 7,Location 1,Client Service Staff,Confirmed Staff,Agata Theodosia,2012-07-31,Active,2021-11-30,2088,1872.0,1784.0,200.0,16.0,0.0,160.0,0.9529914529914529,3409
132,PC - 2,Netty Florentia,Level 7,Location 7,Client Service Staff,Serving Notice Period,Terza Gwyn,2012-07-31,Resigned,2016-11-30,1248,1031.0,632.0,216.0,1.0,0.0,413.0,0.6129970902036858,1583
133,PC - 3,Kylen Evania,Level 4,Location 5,Client Service Staff,Confirmed Staff,Barbee Joey,2012-08-31,Active,2021-11-30,2088,1873.5,76.0,212.0,2.5,1798.0,45.5,0.040565785962103015,3378
134,PC - 3,Dyana Niki,Level 6,Location 2,Client Service Staff,Serving Notice Period,Vonni Bethena,2012-08-31,Resigned,2016-07-31,688,664.0,528.0,24.0,0.0,0.0,136.0,0.7951807228915663,1430
135,PC - 7,Doralyn Marylynne,Level 7,Location 6,Client Service Staff,Serving Notice Period,Bernice Andrea,2012-09-30,Resigned,2017-03-31,2056,1725.0,957.0,328.0,3.0,0.0,789.0,0.5547826086956522,1643
136,PC - 1,Roberta Karylin,Level 7,Location 3,Client Service Staff,Serving Notice Period,Jillana Vivi,2012-10-31,Resigned,2017-04-30,2088,1839.0,1414.0,232.0,17.0,0.0,497.0,0.7688961392060902,1642
137,PC - 1,Tamera Daune,Level 5,Location 3,Client Service Staff,Serving Notice Period,Kippy Marquita,2012-10-31,Resigned,2016-12-31,1488,1320.0,1157.0,168.0,0.0,0.0,164.0,0.8765151515151515,1522
138,PC - 1,Marris Gilda,Level 5,Location 3,Client Service Staff,Confirmed Staff,Irene Candis,2012-11-30,Active,2021-11-30,2088,1936.0,1524.0,152.0,0.0,0.0,420.0,0.7871900826446281,3287
139,PC - 2,Dora Jobi,Level 5,Location 7,Client Service Staff,Confirmed Staff,Philippe Kizzie,2012-11-30,Active,2021-11-30,2088,1779.5,1560.0,256.0,52.5,0.0,281.5,0.8766507445911773,3287
140,PC - 1,Vinni Calypso,Level 5,Location 3,Client Service Staff,Confirmed Staff,Irene Candis,2012-12-31,Active,2021-11-30,2088,1832.0,969.0,240.0,16.0,0.0,919.0,0.5289301310043668,3256
141,PC - 1,Cherry Fancie,Level 5,Location 3,Client Service Staff,Confirmed Staff,Kippy Marquita,2012-12-31,Active,2021-11-30,2088,1893.0,1236.0,192.0,3.0,337.0,320.0,0.652931854199683,3256
142,PC - 5,Holli Lizabeth,Level 6,Location 1,Client Service Staff,Confirmed Staff,Willette Lil,2013-01-31,Active,2021-11-30,2088,1940.5,1951.0,136.0,11.5,0.0,88.0,1.0054109765524348,3225
143,PC - 5,Karlyn Florette,Level 6,Location 3,Client Service Staff,Serving Notice Period,Rina Debee,2013-01-31,Resigned,2016-05-31,328,328.0,448.0,0.0,0.0,0.0,16.0,1.3658536585365855,1216
144,PC - 6,Agna Matelda,Level 5,Location 7,Client Service Staff,Serving Notice Period,Tallia Eyde,2013-02-28,Resigned,2016-08-31,872,776.0,8.0,24.0,72.0,452.0,340.0,0.010309278350515464,1280
145,PC - 3,Libbey Rita,Level 6,Location 1,Client Service Staff,Confirmed Staff,Nikolia Shirl,2013-03-31,Active,2021-11-30,2088,1860.0,1804.0,224.0,4.0,0.0,64.0,0.9698924731182795,3166
146,PC - 3,Rosabel Saidee,Level 4,Location 1,Client Service Staff,Confirmed Staff,Cacilia Aimee,2013-04-30,Active,2021-11-30,2088,1964.0,380.0,124.0,0.0,288.0,1318.0,0.1934826883910387,3136
147,PC - 3,Hollyanne Bonnie,Level 7,Location 2,Client Service Staff,Serving Notice Period,Vonni Bethena,2013-04-30,Resigned,2016-04-30,128,120.0,0.0,8.0,0.0,0.0,120.0,0.0,1096
148,PC - 3,Nomi Anabella,Level 7,Location 2,Client Service Staff,Serving Notice Period,Kynthia Hildy,2013-04-30,Resigned,2016-04-30,160,160.0,64.0,0.0,0.0,0.0,104.0,0.4,1096
149,PC - 3,Kaela Chad,Level 6,Location 1,Client Service Staff,Confirmed Staff,Dottie Bidget,2013-04-30,Active,2021-11-30,2088,1857.5,1691.5,224.0,6.5,0.0,282.0,0.9106325706594885,3136
150,PC - 2,Wynn Sandra,Level 6,Location 7,Client Service Staff,Confirmed Staff,Beverley Laney,2013-04-30,Active,2021-11-30,2088,1872.5,1660.0,164.0,51.5,21.0,341.5,0.8865153538050734,3136
151,PC - 2,Chrissy Cassie,Level 7,Location 7,Client Service Staff,Confirmed Staff,Laetitia Yoshi,2013-04-30,Active,2021-11-30,2088,1885.5,1903.0,184.0,18.5,0.0,29.0,1.009281357730045,3136
152,PC - 3,Eilis Carina,Level 6,Location 1,Client Service Staff,Confirmed Staff,Dottie Bidget,2013-05-31,Active,2021-11-30,2088,1813.0,1687.5,264.0,11.0,0.0,275.5,0.9307777164920022,3105
153,PC - 3,Joell Essa,Level 7,Location 2,Client Service Staff,Serving Notice Period,Kynthia Hildy,2013-05-31,Resigned,2016-08-31,832,632.0,608.0,200.0,0.0,0.0,0.0,0.9620253164556962,1188
154,PC - 1,Enrika Vera,Level 7,Location 3,Client Service Staff,Confirmed Staff,Nerissa Jackquelin,2013-05-31,Active,2021-11-30,2088,1871.5,1112.0,208.0,8.5,0.0,796.0,0.5941757948169917,3105
155,PC - 1,Marietta Alyss,Level 6,Location 3,Client Service Staff,Confirmed Staff,Erminie Ericka,2013-05-31,Active,2021-11-30,2088,1803.0,1680.0,264.0,21.0,0.0,128.0,0.9317803660565723,3105
156,PC - 5,Reba Samaria,Level 6,Location 3,Client Service Staff,Serving Notice Period,Orsa Margeaux,2013-05-31,Resigned,2016-05-31,328,328.0,144.0,0.0,0.0,0.0,184.0,0.43902439024390244,1096
157,PC - 2,Ariadne Aila,Level 7,Location 9,Client Service Staff,Serving Notice Period,Jolyn Briney,2013-05-31,Resigned,2017-03-31,2000,1783.0,1697.0,208.0,9.0,0.0,136.0,0.9517666853617499,1400
158,PC - 2,Breena Clarita,Level 6,Location 7,Client Service Staff,Confirmed Staff,Marys Essy,2013-05-31,Active,2021-11-30,2088,1738.0,1780.0,328.0,22.0,0.0,40.0,1.0241657077100115,3105
159,PC - 2,Grata Rochella,Level 5,Location 7,Client Service Staff,Confirmed Staff,Philippe Kizzie,2013-05-31,Active,2021-11-30,2088,1757.5,1500.5,284.0,46.5,0.0,297.5,0.8537695590327169,3105
160,PC - 2,Chicky Karita,Level 6,Location 9,Client Service Staff,Confirmed Staff,Marleah Bernadina,2013-05-31,Active,2021-11-30,2088,1679.5,1487.5,368.0,40.5,0.0,232.0,0.885680261982733,3105
161,PC - 2,Martina Charline,Level 6,Location 9,Client Service Staff,Confirmed Staff,Marleah Bernadina,2013-05-31,Active,2021-11-30,2088,1862.5,1510.0,192.0,33.5,0.0,450.0,0.810738255033557,3105
162,PC - 3,Roslyn Donielle,Level 6,Location 1,Client Service Staff,Confirmed Staff,Nikolia Shirl,2013-05-31,Active,2021-11-30,2088,1865.5,1798.0,216.0,6.5,0.0,231.5,0.9638166711337443,3105
163,PC - 3,Gabriell Kimberlyn,Level 6,Location 2,Client Service Staff,Confirmed Staff,Rosabel Saidee,2013-05-31,Active,2021-11-30,2088,1816.0,1384.0,272.0,0.0,0.0,462.0,0.762114537444934,3105
164,PC - 3,Brittney Drusie,Level 6,Location 1,Client Service Staff,Serving Notice Period,Cordey Sofia,2013-05-31,Resigned,2016-05-31,192,192.0,128.0,0.0,0.0,0.0,80.0,0.6666666666666666,1096
165,PC - 3,Benedikta Kirbee,Level 5,Location 1,Client Service Staff,Confirmed Staff,Revkah Stephie,2013-05-31,Active,2021-11-30,2088,1805.0,1822.0,272.0,11.0,0.0,0.0,1.0094182825484765,3105
166,PC - 3,Farah Margarethe,Level 7,Location 1,Client Service Staff,Confirmed Staff,Nerita Anet,2013-05-31,Active,2021-11-30,2088,1920.0,1904.0,152.0,16.0,0.0,24.0,0.9916666666666667,3105
167,PC - 3,Ashla Charmane,Level 6,Location 1,Client Service Staff,Confirmed Staff,Vonni Bethena,2013-05-31,Active,2021-11-30,2088,1791.5,1664.0,288.0,8.5,0.0,199.5,0.92883058889199,3105
168,PC - 5,Fan Ivett,Level 6,Location 1,Client Service Staff,Serving Notice Period,Guenevere Florida,2013-05-31,Resigned,2017-04-30,2088,1913.5,666.0,160.0,14.5,0.0,1247.5,0.3480533054611968,1430
169,PC - 3,Talia Mable,Level 7,Location 1,Client Service Staff,Serving Notice Period,Nerita Anet,2013-05-31,Resigned,2016-06-30,368,360.0,120.0,8.0,0.0,0.0,240.0,0.3333333333333333,1126
170,PC - 2,Eveline Ruthanne,Level 6,Location 7,Client Service Staff,Confirmed Staff,Marys Essy,2013-05-31,Active,2021-11-30,2088,1842.0,1921.0,232.0,14.0,0.0,173.0,1.0428881650380022,3105
171,PC - 2,Bertine Davine,Level 7,Location 7,Client Service Staff,Serving Notice Period,Laetitia Yoshi,2013-05-31,Active,2021-11-30,2088,1790.0,1642.01,264.0,34.0,0.0,284.99,0.9173240223463687,3105
172,PC - 6,Trisha Edi,Level 6,Location 1,Client Service Staff,Confirmed Staff,Tallia Eyde,2013-05-31,Active,2021-11-30,2088,2088.0,1968.0,0.0,0.0,0.0,120.0,0.9425287356321839,3105
173,PC - 6,Felicia Catherina,Level 7,Location 7,Client Service Staff,Confirmed Staff,Pamelina Shalna,2013-06-30,Active,2021-11-30,2088,1768.0,1577.0,316.0,4.0,0.0,292.0,0.8919683257918553,3075
174,PC - 6,Andria Eolande,Level 8,Location 7,Client Service Staff,Serving Notice Period,Frances Mignonne,2013-06-30,Resigned,2016-08-31,808,752.0,568.0,48.0,8.0,36.0,176.0,0.7553191489361702,1158
175,PC - 2,Belle Kora,Level 7,Location 9,Client Service Staff,Confirmed Staff,Jolyn Briney,2013-06-30,Active,2021-11-30,2088,1798.0,1641.0,264.0,26.0,0.0,246.0,0.9126807563959956,3075
176,PC - 2,Clementina Neila,Level 7,Location 7,Client Service Staff,Confirmed Staff,Sile Lorrie,2013-06-30,Active,2021-11-30,2088,1776.0,1484.0,285.0,27.0,0.0,311.0,0.8355855855855856,3075
177,PC - 1,Sheila Papagena,Level 6,Location 3,Client Service Staff,Confirmed Staff,Ardys Katerine,2013-06-30,Active,2021-11-30,2088,1837.34,1654.34,208.0,42.66,0.0,227.0,0.9003994905678862,3075
178,PC - 5,Tamiko Roselia,Level 6,Location 1,Client Service Staff,Confirmed Staff,Willette Lil,2013-06-30,Active,2021-11-30,2088,1827.0,1144.0,248.0,13.0,0.0,687.0,0.6261631089217297,3075
179,PC - 5,Margret Maure,Level 7,Location 1,Client Service Staff,Confirmed Staff,Orsa Margeaux,2013-06-30,Active,2021-11-30,2088,1393.5,1300.0,692.0,2.5,0.0,293.5,0.932902762827413,3075
180,PC - 1,Crysta Ofelia,Level 6,Location 3,Client Service Staff,Confirmed Staff,Trudey Lissi,2013-06-30,Active,2021-11-30,2088,1948.0,1445.0,136.0,4.0,0.0,925.0,0.7417864476386037,3075
181,PC - 1,Gloria Robbyn,Level 7,Location 3,Client Service Staff,Confirmed Staff,Cherry Fancie,2013-06-30,Active,2021-11-30,2088,1938.0,1753.0,136.0,14.0,0.0,311.5,0.9045407636738906,3075
182,PC - 1,Fanni Jacki,Level 6,Location 3,Client Service Staff,Confirmed Staff,Cynthia Leonora,2013-06-30,Active,2021-11-30,2088,1808.0,1795.0,280.0,0.0,0.0,13.0,0.9928097345132744,3075
183,PC - 3,Guillemette Gerda,Level 6,Location 4,Client Service Staff,Confirmed Staff,Oriana Tabby,2013-06-30,Active,2021-11-30,2088,1607.0,1919.0,420.0,61.0,0.0,11.5,1.194150591163659,3075
184,PC - 3,Deeann Dela,Level 7,Location 5,Client Service Staff,Confirmed Staff,Kylen Evania,2013-06-30,Active,2021-11-30,2088,1899.5,1295.0,176.0,12.5,16.0,852.5,0.6817583574624901,3075
185,PC - 1,Melosa Ingunna,Level 7,Location 3,Client Service Staff,Serving Notice Period,Katuscha Pru,2013-06-30,Resigned,2016-09-30,920,829.0,672.0,88.0,3.0,152.0,32.0,0.8106151990349819,1188
186,PC - 3,Vanessa Phillie,Level 6,Location 4,Client Service Staff,Confirmed Staff,Danette Melinda,2013-06-30,Active,2021-11-30,2088,1734.5,1737.0,340.0,13.5,0.0,21.5,1.0014413375612568,3075
187,PC - 3,Kali Gwendolyn,Level 5,Location 1,Client Service Staff,Confirmed Staff,Zaria Dawn,2013-06-30,Active,2021-11-30,2088,1435.0,1317.0,640.0,13.0,62.0,96.0,0.9177700348432056,3075
188,PC - 5,Morgen Hailee,Level 5,Location 1,Client Service Staff,Confirmed Staff,Guenevere Florida,2013-06-30,Active,2021-11-30,2088,1920.0,1914.0,160.0,8.0,0.0,86.0,0.996875,3075
189,PC - 1,Eleonore Venus,Level 8,Location 3,Client Service Staff,Serving Notice Period,Cynthia Leonora,2013-06-30,Resigned,2016-10-31,1168,1104.0,493.0,64.0,0.0,0.0,619.0,0.44655797101449274,1219
190,PC - 2,Devonna Karlen,Level 7,Location 7,Client Service Staff,Confirmed Staff,Myrtie Brana,2013-06-30,Active,2021-11-30,2088,1864.0,1755.0,208.0,16.0,0.0,196.0,0.9415236051502146,3075
191,PC - 6,Allyson Ronnie,Level 7,Location 1,Client Service Staff,Confirmed Staff,Gert Editha,2013-06-30,Active,2021-11-30,2088,1808.5,1935.5,256.0,23.5,0.0,16.5,1.0702239424937794,3075
192,PC - 3,Valaria Nichol,Level 7,Location 1,Client Service Staff,Confirmed Staff,Yolanthe Laurella,2013-07-31,Active,2021-11-30,2088,1912.0,1936.0,176.0,0.0,0.0,56.0,1.0125523012552302,3044
193,PC - 3,Fenelia Dyanne,Level 7,Location 1,Client Service Staff,Confirmed Staff,Agata Theodosia,2013-07-31,Active,2021-11-30,2088,1827.5,1864.0,240.0,20.5,0.0,35.5,1.0199726402188782,3044
194,PC - 2,Nollie Elene,Level 6,Location 7,Client Service Staff,Confirmed Staff,Nancee Deirdre,2013-07-31,Active,2021-11-30,2088,1498.5,1192.0,512.0,77.5,0.0,402.5,0.7954621287954621,3044
195,PC - 3,Sherill Minerva,Level 6,Location 4,Client Service Staff,Confirmed Staff,Oriana Tabby,2013-07-31,Active,2021-11-30,2088,1804.5,1571.0,264.0,19.5,0.0,248.5,0.8706012745912995,3044
196,PC - 3,Nanine Prudy,Level 5,Location 1,Client Service Staff,Confirmed Staff,Cacilia Aimee,2013-07-31,Active,2021-11-30,2088,2014.0,238.0,72.0,2.0,0.0,1786.0,0.11817279046673287,3044
197,PC - 3,Tressa Cari,Level 6,Location 1,Client Service Staff,Confirmed Staff,Cordey Sofia,2013-07-31,Active,2021-11-30,2088,1853.0,978.0,196.0,39.0,0.0,915.0,0.5277927684835402,3044
198,PC - 5,Henrietta Isidora,Level 7,Location 1,Client Service Staff,Confirmed Staff,Orsa Margeaux,2013-07-31,Active,2021-11-30,2088,2006.0,1982.0,80.0,2.0,0.0,80.0,0.9880358923230309,3044
199,PC - 6,Mira Fiorenze,Level 6,Location 7,Client Service Staff,Confirmed Staff,Frances Mignonne,2013-07-31,Active,2021-11-30,2088,1748.5,1273.0,252.0,87.5,228.0,322.5,0.728052616528453,3044
200,PC - 3,Dottie Bidget,Level 4,Location 1,Client Service Staff,Confirmed Staff,Cacilia Aimee,2013-07-31,Active,2021-11-30,2088,1719.5,944.0,344.0,24.5,775.5,0.0,0.5489968013957546,3044
201,PC - 2,Tatiana Roxanna,Level 5,Location 7,Client Service Staff,Confirmed Staff,Dore Natalya,2013-07-31,Active,2021-11-30,2088,1887.0,1763.0,132.0,69.0,0.0,188.0,0.9342872284048754,3044
202,PC - 3,Juliette Sheila-Kathryn,Level 7,Location 1,Support Staff,Serving Notice Period,Revkah Stephie,2013-07-31,Active,2021-11-30,1920,600.0,0.0,1320.0,0.0,0.0,240.0,0.0,3044
203,PC - 6,Kati Rosalyn,Level 6,Location 7,Client Service Staff,Confirmed Staff,Beverley Laney,2013-08-31,Active,2021-11-30,2088,1753.5,1504.0,244.0,90.5,286.5,139.0,0.8577131451382949,3013
204,PC - 5,Gennie Antonella,Level 5,Location 1,Client Service Staff,Serving Notice Period,Guenevere Florida,2013-09-30,Resigned,2016-07-31,648,604.0,278.0,40.0,4.0,0.0,326.0,0.4602649006622517,1035
205,PC - 3,Gerri Kristy,Level 7,Location 1,Client Service Staff,Serving Notice Period,Eydie Francine,2013-09-30,Resigned,2016-09-30,1048,512.0,496.0,536.0,0.0,0.0,16.0,0.96875,1096
206,PC - 5,Micheline Kissie,Level 6,Location 3,Client Service Staff,Serving Notice Period,Rina Debee,2013-09-30,Resigned,2016-10-31,1064,976.0,960.0,88.0,0.0,0.0,40.0,0.9836065573770492,1127
207,PC - 6,Jaquith Sarah,Level 6,Location 7,Client Service Staff,Confirmed Staff,Frances Mignonne,2013-09-30,Active,2021-11-30,2088,1805.0,1860.0,216.0,67.0,0.0,56.0,1.0304709141274238,2983
208,PC - 5,Stormy Gertie,Level 6,Location 1,Client Service Staff,Serving Notice Period,Willette Lil,2013-09-30,Resigned,2016-08-31,808,742.0,58.0,56.0,10.0,0.0,684.0,0.07816711590296496,1066
209,PC - 3,Jennilee Hedvige,Level 7,Location 1,Client Service Staff,Confirmed Staff,Kathye Edna,2013-10-31,Active,2021-11-30,2088,893.0,315.0,1192.0,3.0,0.0,579.0,0.3527435610302352,2952
210,PC - 1,Audi Stephana,Level 4,Location 3,Client Service Staff,Confirmed Staff,Rochette Jilleen,2013-10-31,Active,2021-11-30,2088,1879.0,1286.0,208.0,1.0,304.0,297.0,0.6844065992549229,2952
211,PC - 6,Hildegarde Lavinie,Level 8,Location 7,Client Service Staff,Serving Notice Period,Frances Mignonne,2013-10-31,Resigned,2016-09-30,888,745.0,700.0,84.0,59.0,0.0,96.0,0.9395973154362416,1065
212,PC - 3,Yvonne Annora,Level 7,Location 1,Client Service Staff,Confirmed Staff,Kristina Alleen,2013-10-31,Active,2021-11-30,2088,1816.0,1624.0,256.0,16.0,0.0,200.0,0.8942731277533039,2952
213,PC - 3,Brit Karoline,Level 6,Location 2,Client Service Staff,Secondee-Outward-Without Pay,Kynthia Hildy,2013-11-30,Secondment,2021-11-30,688,619.5,152.0,64.0,4.5,0.0,467.5,0.2453591606133979,2922
214,PC - 6,Nada Zarah,Level 7,Location 3,Client Service Staff,Confirmed Staff,Lee Alfie,2013-11-30,Active,2021-11-30,2088,1854.5,1591.0,232.0,1.5,0.0,283.0,0.8579131841466703,2922
215,PC - 5,Fredia Caryn,Level 7,Location 3,Client Service Staff,Confirmed Staff,Lian Harley,2013-11-30,Active,2021-11-30,2088,2072.0,2080.0,16.0,0.0,0.0,280.0,1.0038610038610039,2922
216,PC - 1,Wenona Datha,Level 7,Location 3,Client Service Staff,Serving Notice Period,Cynthia Leonora,2013-11-30,Active,2021-11-30,2088,2024.0,1904.0,64.0,0.0,104.0,16.0,0.9407114624505929,2922
217,PC - 5,Rosalie Kathi,Level 8,Location 3,Client Service Staff,Serving Notice Period,Cherise Lainey,2013-11-30,Resigned,2016-07-31,576,576.0,280.0,0.0,0.0,0.0,328.0,0.4861111111111111,974
218,PC - 1,Valerie Cathy,Level 6,Location 3,Client Service Staff,Confirmed Staff,Cynthia Leonora,2013-12-31,Active,2021-11-30,2088,866.3399999999999,448.0,1216.0,5.66,0.0,418.34,0.5171179906272365,2891
219,PC - 3,Peggy Corabel,Level 7,Location 2,Client Service Staff,Serving Notice Period,Marney Anderea,2013-12-31,Resigned,2016-07-31,680,562.0,278.0,116.0,2.0,0.0,324.0,0.49466192170818507,943
220,PC - 6,Dolly Carlynne,Level 7,Location 1,Client Service Staff,Confirmed Staff,Tiena Hatti,2013-12-31,Active,2021-11-30,2088,1908.5,2171.0,160.0,19.5,0.0,31.5,1.1375425727010742,2891
221,PC - 1,Margo Opaline,Level 5,Location 3,Client Service Staff,Confirmed Staff,Irene Candis,2013-12-31,Active,2021-11-30,2088,1956.0,1501.0,132.0,0.0,16.0,439.0,0.7673824130879345,2891
222,PC - 2,Millisent Carmina,Level 6,Location 7,Client Service Staff,Serving Notice Period,Terza Gwyn,2014-01-31,Resigned,2017-03-31,1936,1562.5,1277.0,336.0,37.5,0.0,353.0,0.81728,1155
223,PC - 6,Aloise Asia,Level 7,Location 7,Client Service Staff,Confirmed Staff,Frances Mignonne,2014-01-31,Active,2021-11-30,2088,1908.0,1816.0,176.0,4.0,0.0,340.0,0.9517819706498952,2860
224,PC - 6,Debi Roobbie,Level 6,Location 7,Client Service Staff,Serving Notice Period,Pamelina Shalna,2014-01-31,Resigned,2017-01-31,1728,1587.5,1192.0,96.0,44.5,0.0,480.0,0.7508661417322835,1096
225,PC - 2,Lory Vinny,Level 5,Location 7,Client Service Staff,Serving Notice Period,Annnora Gabrielle,2014-01-31,Resigned,2016-04-30,168,160.0,8.0,8.0,0.0,152.0,0.0,0.05,820
226,PC - 1,Shanie Kipp,Level 7,Location 3,Client Service Staff,Confirmed Staff,Erminie Ericka,2013-12-31,Active,2021-11-30,2088,1730.5,1718.5,352.0,5.5,0.0,20.0,0.9930655879803525,2891
227,PC - 2,Karla Courtney,Level 7,Location 9,Client Service Staff,Serving Notice Period,Jolyn Briney,2014-01-31,Resigned,2017-02-28,1768,1643.0,1784.0,104.0,21.0,0.0,93.0,1.0858186244674377,1124
228,PC - 5,Kassandra Ki,Level 7,Location 1,Client Service Staff,Confirmed Staff,Willette Lil,2014-02-28,Active,2021-11-30,2088,1897.5,1994.0,168.0,22.5,0.0,331.5,1.0508563899868248,2832
229,PC - 3,Bernelle Elysha,Level A3,Location 1,Support Staff,Confirmed Staff,Tallia Eyde,2014-02-28,Active,2021-11-30,2088,1896.0,0.0,192.0,0.0,0.0,1905.0,0.0,2832
230,PC - 2,Bamby Zahara,Level 7,Location 7,Client Service Staff,Confirmed Staff,Jillian Lorelei,2014-03-31,Active,2021-11-30,2088,1824.0,1804.0,248.0,16.0,264.0,16.0,0.9890350877192983,2801
231,PC - 1,Kippy Marquita,Level 4,Location 3,Client Service Staff,Confirmed Staff,Rochette Jilleen,2014-03-31,Active,2021-11-30,2088,1936.0,858.0,120.0,32.0,1078.0,8.0,0.4431818181818182,2801
232,PC - 6,Christina Desdemona,Level 6,Location 1,Client Service Staff,Confirmed Staff,Tallia Eyde,2014-03-31,Active,2021-11-30,2088,1856.5,1856.0,208.0,23.5,0.0,264.5,0.9997306760032318,2801
233,PC - 5,Sorcha Gael,Level 7,Location 2,Client Service Staff,Serving Notice Period,Orsa Margeaux,2014-03-31,Resigned,2016-09-30,912,840.0,523.0,72.0,0.0,0.0,342.0,0.6226190476190476,914
234,PC - 3,Fanchon Vitia,Level 6,Location 1,Client Service Staff,Confirmed Staff,Vonni Bethena,2014-03-31,Active,2021-11-30,2088,1827.0,1640.5,240.0,21.0,144.0,280.0,0.89792008757526,2801
235,PC - 6,Olva Fanny,Level 8,Location 2,Client Service Staff,Secondee-Outward-Without Pay,Tallia Eyde,2014-04-30,Secondment,2021-11-30,1048,874.0,804.0,174.0,0.0,0.0,94.0,0.919908466819222,2771
236,PC - 5,Magda Sibella,Level 8,Location 3,Client Service Staff,Awaiting Termination,Gavra Kayle,2014-05-31,Active,2021-11-30,2088,2008.0,2048.0,80.0,0.0,0.0,304.0,1.0199203187250996,2740
237,PC - 2,Samantha Marylee,Level 6,Location 9,Client Service Staff,Confirmed Staff,Lenora Nydia,2014-06-30,Active,2021-11-30,2088,1841.5,1781.0,204.0,42.5,54.0,124.0,0.9671463480857996,2710
